id,free links,access links
9405692,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/9405692/,https://www.pnas.org/doi/10.1073/pnas.94.26.14792?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub  0pubmed
9990082,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/9990082/,https://www.pnas.org/doi/10.1073/pnas.96.4.1669?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub  0pubmed
10202567,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/10202567/,https://linkinghub.elsevier.com/retrieve/pii/S0006-3223(98)00297-2
10439584,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/10439584/,
10523407,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/10523407/,https://onlinelibrary.wiley.com/resolve/openurl?genre=article&sid=nlm:pubmed&issn=0022-3751&date=1999&volume=520&spage=383
10666552,,https://linkinghub.elsevier.com/retrieve/pii/S0926641099000336
10666559,,https://linkinghub.elsevier.com/retrieve/pii/S0926641099000476
10666562,,https://linkinghub.elsevier.com/retrieve/pii/S0926641099000294
10900023,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/10900023/,https://www.pnas.org/doi/10.1073/pnas.97.15.8728?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub  0pubmed
11209064,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/11209064/,https://www.pnas.org/doi/10.1073/pnas.98.2.676?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub  0pubmed
11273413,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/11273413/,https://journals.sagepub.com/doi/10.1111/1467-9280.00251?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub  0pubmed
11553776,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/11553776/,https://www.pnas.org/doi/10.1073/pnas.191374198?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub  0pubmed
11584070,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/11584070/,
11784773,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/11784773/,https://journals.physiology.org/doi/10.1152/jn.00285.2001?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub  0pubmed
11804576,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/11804576/,https://linkinghub.elsevier.com/retrieve/pii/S0896627301005839
11904454,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/11904454/,https://www.pnas.org/doi/10.1073/pnas.062381899?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub  0pubmed
12139956,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/12139956/,https://linkinghub.elsevier.com/retrieve/pii/S0278262601915027
12146684,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/12146684/,http://content.apa.org/journals/neu/16/3/370
12244209,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/12244209/,https://www.pnas.org/doi/10.1073/pnas.162486399?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub  0pubmed
12417766,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/12417766/,https://www.pnas.org/doi/10.1073/pnas.232395699?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub  0pubmed
12466452,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/12466452/,https://journals.physiology.org/doi/10.1152/jn.00129.2002?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub  0pubmed
12498745,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/12498745/,https://linkinghub.elsevier.com/retrieve/pii/S1053811902912966
12506194,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/12506194/,https://www.pnas.org/doi/10.1073/pnas.0135058100?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub  0pubmed
12507945,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/12507945/,https://academic.oup.com/cercor/article-lookup/doi/10.1093/cercor/13.2.144
12615645,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/12615645/,https://academic.oup.com/brain/article-lookup/doi/10.1093/brain/awg071
12682281,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/12682281/,https://www.pnas.org/doi/10.1073/pnas.0935845100?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub  0pubmed
12764063,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/12764063/,https://academic.oup.com/brain/article-lookup/doi/10.1093/brain/awg145
12773617,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/12773617/,https://www.pnas.org/doi/10.1073/pnas.0832374100?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub  0pubmed
12789013,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/12789013/,https://journals.physiology.org/doi/10.1152/jn.00279.2003?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub  0pubmed
12828789,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/12828789/,https://bmcneurosci.biomedcentral.com/articles/10.1186/1471-2202-4-13
12880834,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/12880834/,https://linkinghub.elsevier.com/retrieve/pii/S1053811903001137
12880846,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/12880846/,https://linkinghub.elsevier.com/retrieve/pii/S1053811903000740
12880911,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/12880911/,https://linkinghub.elsevier.com/retrieve/pii/S0926641003001435
14568509,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/14568509/,https://linkinghub.elsevier.com/retrieve/pii/S1053811903003914
14688411,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/14688411/,https://www.pnas.org/doi/10.1073/pnas.2635903100?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub  0pubmed
14704214,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/14704214/,https://academic.oup.com/cercor/article-lookup/doi/10.1093/cercor/bhg116
14715131,,https://linkinghub.elsevier.com/retrieve/pii/S0896627303008031
14980564,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/14980564/,https://linkinghub.elsevier.com/retrieve/pii/S1053811903005974
14981255,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/14981255/,https://www.pnas.org/doi/10.1073/pnas.0306408101?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub  0pubmed
14993603,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/14993603/,https://www.pnas.org/doi/10.1073/pnas.0304544101?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub  0pubmed
15054060,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/15054060/,https://academic.oup.com/cercor/article-lookup/doi/10.1093/cercor/bhh046
15064407,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/15064407/,https://www.pnas.org/doi/10.1073/pnas.0401227101?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub  0pubmed
15210939,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/15210939/,https://www.pnas.org/doi/10.1073/pnas.0403343101?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub  0pubmed
15312809,,https://linkinghub.elsevier.com/retrieve/pii/S0006-3223(04)00616-X
15325350,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/15325350/,https://linkinghub.elsevier.com/retrieve/pii/S1053811904002411
15325368,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/15325368/,https://linkinghub.elsevier.com/retrieve/pii/S1053811904002587
15325385,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/15325385/,https://linkinghub.elsevier.com/retrieve/pii/S1053811904003179
15336514,,https://linkinghub.elsevier.com/retrieve/pii/S0006-3223(04)00663-8
15342430,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/15342430/,https://academic.oup.com/cercor/article-lookup/doi/10.1093/cercor/bhh169
15380297,,https://linkinghub.elsevier.com/retrieve/pii/S0304-3940(04)00864-X
15449356,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/15449356/,https://doi.org/10.1002/hbm.20064
15450788,,https://linkinghub.elsevier.com/retrieve/pii/S0006-3223(04)00708-5
15453976,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/15453976/,https://direct.mit.edu/jocn/article-lookup/doi/10.1162/0898929041920496
15469927,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/15469927/,https://www.pnas.org/doi/10.1073/pnas.0403703101?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub  0pubmed
15476683,,https://linkinghub.elsevier.com/retrieve/pii/S0006-3223(04)00818-2
15476690,,https://linkinghub.elsevier.com/retrieve/pii/S0006-3223(04)00801-7
15476691,,https://linkinghub.elsevier.com/retrieve/pii/S0006-3223(04)00802-9
15488301,,https://linkinghub.elsevier.com/retrieve/pii/S0304-3940(04)00989-9
15488397,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00332-5
15488398,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00340-4
15488400,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00334-9
15488401,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00335-0
15488402,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00337-4
15488419,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00329-5
15488423,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00365-9
15488424,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/15488424/,https://linkinghub.elsevier.com/retrieve/pii/S1053811904003131
15488900,,https://hdl.handle.net/2268/138565
15488907,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/15488907/,https://linkinghub.elsevier.com/retrieve/pii/S0028-3932(04)00153-8
15488911,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/15488911/,https://linkinghub.elsevier.com/retrieve/pii/S0028393204001393
15489009,,https://linkinghub.elsevier.com/retrieve/pii/S0304-3940(04)00892-4
15489267,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/15489267/,https://www.pnas.org/doi/10.1073/pnas.0406676101?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub  0pubmed
15494184,,https://doi.org/10.1016/j.pain.2004.07.027
15501593,,https://linkinghub.elsevier.com/retrieve/pii/S0306-4522(04)00610-4
15506871,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/15506871/,http://content.apa.org/journals/bne/118/5/885
15511653,,https://linkinghub.elsevier.com/retrieve/pii/S0926-6410(04)00186-7
15511655,,https://linkinghub.elsevier.com/retrieve/pii/S0926-6410(04)00188-0
15518931,,https://linkinghub.elsevier.com/retrieve/pii/S0278-2626(04)00174-5
15518940,,https://linkinghub.elsevier.com/retrieve/pii/S0278-2626(04)00183-6
15519761,,https://linkinghub.elsevier.com/retrieve/pii/S0304-3940(04)01094-8
15522244,,https://linkinghub.elsevier.com/retrieve/pii/S0006-3223(04)00904-7
15522765,,https://linkinghub.elsevier.com/retrieve/pii/S0278-2626(04)00172-1
15528079,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00400-8
15528081,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00272-1
15528083,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00447-1
15528084,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00544-0
15528085,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00343-X
15528086,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00402-1
15528087,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00401-X
15528088,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00448-3
15528090,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00449-5
15528091,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00404-5
15528097,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00428-8
15528098,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00373-8
15528101,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00427-6
15528104,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00424-0
15528110,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00416-1
15528113,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00429-X
15528114,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00370-2
15528118,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00420-3
15528119,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00549-X
15528121,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00458-6
15537672,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/15537672/,https://academic.oup.com/cercor/article-lookup/doi/10.1093/cercor/bhh201
15537676,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/15537676/,https://academic.oup.com/cercor/article-lookup/doi/10.1093/cercor/bhh176
15542241,,https://linkinghub.elsevier.com/retrieve/pii/S0304-3940(04)01170-X
15546700,,https://linkinghub.elsevier.com/retrieve/pii/S0925-4927(04)00075-7
15548329,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/15548329/,https://bmcneurosci.biomedcentral.com/articles/10.1186/1471-2202-5-45
15560968,,https://linkinghub.elsevier.com/retrieve/pii/S0920-9964(04)00151-3
15561504,,https://linkinghub.elsevier.com/retrieve/pii/S0926-6410(04)00217-4
15567485,,https://linkinghub.elsevier.com/retrieve/pii/S0168-0102(04)00217-2
15570155,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/15570155/,https://doi.org/10.1097/00001756-200412030-00003
15582114,,https://linkinghub.elsevier.com/retrieve/pii/S0166-4328(04)00217-7
15588593,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00545-2
15588595,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00585-3
15588601,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00463-X
15588605,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00451-3
15588608,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00488-4
15588609,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00495-1
15588614,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00485-9
15588615,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00476-8
15588617,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00489-6
15589089,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00454-9
15589091,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00426-4
15589092,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00457-4
15589094,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00467-7
15589099,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00469-0
15589101,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00466-5
15589103,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00453-7
15589105,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00425-2
15589108,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00470-7
15589109,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00464-1
15589110,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00465-3
15589112,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00484-7
15589185,,https://linkinghub.elsevier.com/retrieve/pii/S1388-2457(04)00273-1
15598546,,https://linkinghub.elsevier.com/retrieve/pii/S0925-4927(04)00074-5
15598550,,https://linkinghub.elsevier.com/retrieve/pii/S0925-4927(04)00098-8
15601518,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/15601518/,https://direct.mit.edu/jocn/article-lookup/doi/10.1162/0898929042568523
15601601,,https://linkinghub.elsevier.com/retrieve/pii/S0006-3223(04)01011-X
15601602,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/15601602/,https://linkinghub.elsevier.com/retrieve/pii/S0006-3223(04)01000-5
15601603,,https://linkinghub.elsevier.com/retrieve/pii/S0006-3223(04)00891-1
15607294,,https://linkinghub.elsevier.com/retrieve/pii/S0006-3223(04)01071-6
15619544,,https://linkinghub.elsevier.com/retrieve/pii/S0304-3940(04)01253-4
15627575,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00505-1
15627576,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00494-X
15627580,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00508-7
15627585,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00498-7
15627586,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00486-0
15627587,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00512-9
15627588,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00499-9
15627589,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00480-X
15627591,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00504-X
15627596,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00521-X
15627601,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00514-2
15627602,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00546-4
15639170,,https://linkinghub.elsevier.com/retrieve/pii/S0166-4328(04)00260-8
15652297,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00523-3
15652298,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00522-1
15652303,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00517-8
15652305,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00550-6
15652307,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00529-4
15652310,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00615-9
15652312,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00520-8
15652314,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00563-4
15652316,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00556-7
15652318,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00599-3
15652321,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00592-0
15652322,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00557-9
15652323,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00552-X
15653293,,https://linkinghub.elsevier.com/retrieve/pii/S0926-6410(04)00228-9
15661114,,https://linkinghub.elsevier.com/retrieve/pii/S1388-2457(04)00344-X
15661452,,https://doi.org/10.1016/j.pain.2004.09.021
15664796,,https://linkinghub.elsevier.com/retrieve/pii/S0925-4927(04)00052-6
15670670,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00667-6
15670680,,https://hal.archives-ouvertes.fr/inserm-00391173
15670682,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00638-X
15670683,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00622-6
15670688,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00661-5
15670690,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00631-7
15670692,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00639-1
15670693,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00640-8
15670698,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00618-4
15670699,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00630-5
15670702,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00620-2
15670705,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00628-7
15681032,,https://linkinghub.elsevier.com/retrieve/pii/S0168-0102(04)00279-2
15691520,,https://linkinghub.elsevier.com/retrieve/pii/S0006-3223(04)01108-4
15691522,,https://linkinghub.elsevier.com/retrieve/pii/S0006-3223(04)01113-8
15691530,,https://linkinghub.elsevier.com/retrieve/pii/S0006-3223(04)01161-8
15694331,,https://linkinghub.elsevier.com/retrieve/pii/S0896-6273(05)00021-8
15707610,,https://linkinghub.elsevier.com/retrieve/pii/S0028-3932(04)00175-7
15707612,,https://linkinghub.elsevier.com/retrieve/pii/S0028-3932(04)00165-4
15707614,,https://linkinghub.elsevier.com/retrieve/pii/S0028-3932(04)00157-5
15707797,,https://linkinghub.elsevier.com/retrieve/pii/S0730-725X(04)00304-2
15707905,,https://linkinghub.elsevier.com/retrieve/pii/S0028-3932(04)00283-0
15708643,,https://linkinghub.elsevier.com/retrieve/pii/S0167-8760(04)00175-8
15716157,,https://linkinghub.elsevier.com/retrieve/pii/S0028-3932(04)00260-X
15716164,,https://linkinghub.elsevier.com/retrieve/pii/S0028-3932(04)00241-6
15721179,,https://linkinghub.elsevier.com/retrieve/pii/S0028-3932(04)00235-0
15721182,,https://linkinghub.elsevier.com/retrieve/pii/S0028-3932(04)00238-6
15721186,,https://linkinghub.elsevier.com/retrieve/pii/S0028-3932(04)00221-0
15721187,,https://linkinghub.elsevier.com/retrieve/pii/S0028-3932(04)00220-9
15721193,,https://linkinghub.elsevier.com/retrieve/pii/S0028-3932(04)00234-9
15721247,,https://linkinghub.elsevier.com/retrieve/pii/S0896-6273(05)00065-6
15721961,,https://linkinghub.elsevier.com/retrieve/pii/S0093-934X(04)00212-3
15721963,,https://linkinghub.elsevier.com/retrieve/pii/S0093-934X(04)00216-0
15721964,,https://hdl.handle.net/2268/5166
15721998,,https://linkinghub.elsevier.com/retrieve/pii/S0920-9964(04)00235-X
15722208,,https://linkinghub.elsevier.com/retrieve/pii/S0926-6410(04)00244-7
15722209,,https://linkinghub.elsevier.com/retrieve/pii/S0926-6410(04)00250-2
15722210,,https://linkinghub.elsevier.com/retrieve/pii/S0926-6410(04)00251-4
15722212,,https://linkinghub.elsevier.com/retrieve/pii/S0926-6410(04)00253-8
15722215,,https://linkinghub.elsevier.com/retrieve/pii/S0926-6410(04)00271-X
15728742,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/15728742/,https://academic.oup.com/cercor/article-lookup/doi/10.1093/cercor/bhi049
15728761,https://www.ncbi.nlm.nih.gov/pmc/articles/pmid/15728761/,https://journals.physiology.org/doi/10.1152/jn.01200.2004?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub  0pubmed
15733635,,https://doi.org/10.1016/j.pain.2004.12.001
15733792,,https://linkinghub.elsevier.com/retrieve/pii/S0730-725X(04)00314-5
15734344,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00679-2
15734345,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00673-1
15734346,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00709-8
15734349,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00669-X
15734350,,https://linkinghub.elsevier.com/retrieve/pii/S1053-8119(04)00658-5
